Local time,Open,High,Low,Close,Volume
01.03.2019 09:30:00.000 GMT-0500,174.36,174.4,174.14,174.2,581549.9952
01.03.2019 09:30:30.000 GMT-0500,174.2,174.34,174.16,174.19,647351.9953
01.03.2019 09:31:00.000 GMT-0500,174.19,174.2,174.06,174.08,812085.9953
01.03.2019 09:31:30.000 GMT-0500,174.08,174.08,173.89,174.04,636701.9976
01.03.2019 09:32:00.000 GMT-0500,174.05,174.17,174.04,174.07,616157.9983
01.03.2019 09:32:30.000 GMT-0500,174.07,174.2,174.04,174.2,696052.0003
01.03.2019 09:33:00.000 GMT-0500,174.2,174.24,174.11,174.16,485461.99799999996
01.03.2019 09:33:30.000 GMT-0500,174.18,174.26,174.14,174.24,553319.9985
01.03.2019 09:34:00.000 GMT-0500,174.25,174.3,174.18,174.22,561132.0001
01.03.2019 09:34:30.000 GMT-0500,174.23,174.31,174.19,174.29,398946.9983
01.03.2019 09:35:00.000 GMT-0500,174.29,174.31,174.06,174.09,390854.9999
01.03.2019 09:35:30.000 GMT-0500,174.09,174.16,174.07,174.07,453270.9931
01.03.2019 09:36:00.000 GMT-0500,174.07,174.07,173.76,173.8,608414.9988
01.03.2019 09:36:30.000 GMT-0500,173.8,173.8,173.7,173.73,407349.9989
01.03.2019 09:37:00.000 GMT-0500,173.71,173.76,173.61,173.61,451088.9998
01.03.2019 09:37:30.000 GMT-0500,173.62,173.72,173.61,173.7,441155.0037
01.03.2019 09:38:00.000 GMT-0500,173.7,173.84,173.7,173.8,447278.9973
01.03.2019 09:38:30.000 GMT-0500,173.8,173.86,173.79,173.81,373571.9954
01.03.2019 09:39:00.000 GMT-0500,173.8,173.84,173.71,173.73,725677.0002
01.03.2019 09:39:30.000 GMT-0500,173.72,173.9,173.72,173.9,430499.0013
01.03.2019 09:40:00.000 GMT-0500,173.9,173.93,173.73,173.77,530136.0006
01.03.2019 09:40:30.000 GMT-0500,173.77,173.81,173.68,173.79,439216.9992
01.03.2019 09:41:00.000 GMT-0500,173.79,173.98,173.78,173.96,343986.9975
01.03.2019 09:41:30.000 GMT-0500,173.96,173.97,173.92,173.92,497846.0022
01.03.2019 09:42:00.000 GMT-0500,173.93,173.94,173.73,173.74,535788.0017
01.03.2019 09:42:30.000 GMT-0500,173.74,173.74,173.63,173.71,439740.9944
01.03.2019 09:43:00.000 GMT-0500,173.71,173.81,173.71,173.79,333563.9988
01.03.2019 09:43:30.000 GMT-0500,173.79,173.93,173.79,173.92,361450.0008
01.03.2019 09:44:00.000 GMT-0500,173.93,174.05,173.89,174.05,490058.9952
01.03.2019 09:44:30.000 GMT-0500,174.05,174.07,174.0,174.04,421380.0022
01.03.2019 09:45:00.000 GMT-0500,174.04,174.16,174.02,174.12,618252.0059
01.03.2019 09:45:30.000 GMT-0500,174.12,174.19,174.1,174.19,391383.0015
01.03.2019 09:46:00.000 GMT-0500,174.19,174.21,174.07,174.15,518659.9974
01.03.2019 09:46:30.000 GMT-0500,174.15,174.21,174.15,174.17,287029.9998
01.03.2019 09:47:00.000 GMT-0500,174.17,174.17,174.08,174.14,425185.99
01.03.2019 09:47:30.000 GMT-0500,174.14,174.16,174.06,174.08,408911.9934
01.03.2019 09:48:00.000 GMT-0500,174.08,174.17,174.07,174.17,455768.9929
01.03.2019 09:48:30.000 GMT-0500,174.17,174.24,174.08,174.19,708291.9922
01.03.2019 09:49:00.000 GMT-0500,174.19,174.25,174.13,174.18,474158.9974
01.03.2019 09:49:30.000 GMT-0500,174.19,174.26,174.19,174.26,433773.0005
