Local time,Open,High,Low,Close,Volume
17.02.2017 09:30:00.000 GMT-0500,135.112,135.590,135.112,135.373,2.8983
17.02.2017 09:35:00.000 GMT-0500,135.370,135.518,135.171,135.187,3.1123000000000003
17.02.2017 09:40:00.000 GMT-0500,135.190,135.344,135.180,135.260,2.5154
17.02.2017 09:45:00.000 GMT-0500,135.260,135.486,135.260,135.480,2.4119
17.02.2017 09:50:00.000 GMT-0500,135.472,135.472,135.340,135.378,1.8704
17.02.2017 09:55:00.000 GMT-0500,135.380,135.600,135.330,135.599,2.282
17.02.2017 10:00:00.000 GMT-0500,135.600,135.790,135.500,135.650,2.4781
17.02.2017 10:05:00.000 GMT-0500,135.650,135.692,135.505,135.526,2.2666
17.02.2017 10:10:00.000 GMT-0500,135.520,135.609,135.468,135.471,2.1553999999999998
17.02.2017 10:15:00.000 GMT-0500,135.476,135.568,135.417,135.529,2.0333
17.02.2017 10:20:00.000 GMT-0500,135.536,135.590,135.500,135.570,1.7858
17.02.2017 10:25:00.000 GMT-0500,135.570,135.575,135.508,135.559,1.8801
17.02.2017 10:30:00.000 GMT-0500,135.557,135.570,135.400,135.430,1.7181
17.02.2017 10:35:00.000 GMT-0500,135.430,135.460,135.389,135.400,1.633
17.02.2017 10:40:00.000 GMT-0500,135.410,135.440,135.288,135.358,1.8193000000000001
17.02.2017 10:45:00.000 GMT-0500,135.360,135.379,135.297,135.328,1.4712
17.02.2017 10:50:00.000 GMT-0500,135.329,135.370,135.269,135.350,1.584
17.02.2017 10:55:00.000 GMT-0500,135.350,135.369,135.265,135.278,1.552
17.02.2017 11:00:00.000 GMT-0500,135.279,135.280,135.189,135.237,1.4361
17.02.2017 11:05:00.000 GMT-0500,135.238,135.249,135.150,135.150,1.6455
17.02.2017 11:10:00.000 GMT-0500,135.150,135.250,135.140,135.250,1.8336000000000001
17.02.2017 11:15:00.000 GMT-0500,135.250,135.289,135.200,135.237,1.6479
17.02.2017 11:20:00.000 GMT-0500,135.230,135.235,135.140,135.210,2.0784
17.02.2017 11:25:00.000 GMT-0500,135.212,135.270,135.212,135.268,1.4587
17.02.2017 11:30:00.000 GMT-0500,135.269,135.385,135.269,135.369,1.3978
17.02.2017 11:35:00.000 GMT-0500,135.368,135.388,135.300,135.330,1.9628
17.02.2017 11:40:00.000 GMT-0500,135.330,135.390,135.326,135.366,1.6022
17.02.2017 11:45:00.000 GMT-0500,135.367,135.400,135.358,135.400,1.4015000000000002
17.02.2017 11:50:00.000 GMT-0500,135.399,135.420,135.370,135.418,1.5802
17.02.2017 11:55:00.000 GMT-0500,135.416,135.450,135.368,135.397,1.7089999999999999
17.02.2017 12:00:00.000 GMT-0500,135.398,135.439,135.368,135.439,1.6976
17.02.2017 12:05:00.000 GMT-0500,135.440,135.450,135.418,135.440,1.6743
17.02.2017 12:10:00.000 GMT-0500,135.440,135.470,135.389,135.449,1.7498
17.02.2017 12:15:00.000 GMT-0500,135.444,135.460,135.429,135.440,1.6487
17.02.2017 12:20:00.000 GMT-0500,135.450,135.496,135.440,135.490,1.4743999999999997
17.02.2017 12:25:00.000 GMT-0500,135.490,135.496,135.390,135.410,1.1263
17.02.2017 12:30:00.000 GMT-0500,135.412,135.420,135.336,135.360,1.3502999999999998
17.02.2017 12:35:00.000 GMT-0500,135.360,135.400,135.350,135.380,1.4965
17.02.2017 12:40:00.000 GMT-0500,135.380,135.390,135.359,135.359,1.0567
17.02.2017 12:45:00.000 GMT-0500,135.360,135.381,135.319,135.380,1.4345
17.02.2017 12:50:00.000 GMT-0500,135.380,135.380,135.290,135.319,1.3722
17.02.2017 12:55:00.000 GMT-0500,135.320,135.388,135.319,135.388,1.3195
17.02.2017 13:00:00.000 GMT-0500,135.404,135.420,135.327,135.369,1.4728999999999999
17.02.2017 13:05:00.000 GMT-0500,135.370,135.430,135.368,135.428,1.4264
17.02.2017 13:10:00.000 GMT-0500,135.422,135.460,135.422,135.438,1.5034
17.02.2017 13:15:00.000 GMT-0500,135.439,135.456,135.416,135.439,1.964
17.02.2017 13:20:00.000 GMT-0500,135.437,135.460,135.420,135.439,1.6688999999999998
17.02.2017 13:25:00.000 GMT-0500,135.440,135.489,135.439,135.476,1.8004
17.02.2017 13:30:00.000 GMT-0500,135.477,135.496,135.450,135.495,1.4083999999999999
17.02.2017 13:35:00.000 GMT-0500,135.496,135.540,135.480,135.510,1.003
17.02.2017 13:40:00.000 GMT-0500,135.509,135.509,135.450,135.498,1.2945000000000002
17.02.2017 13:45:00.000 GMT-0500,135.500,135.510,135.468,135.490,1.3356
