Local time,Open,High,Low,Close,Volume
02.11.2017 09:30:00.000 GMT-0400,167.565,167.740,166.810,166.820,2745838.046
02.11.2017 09:35:00.000 GMT-0400,166.840,166.870,165.940,166.230,2798067.0035
02.11.2017 09:40:00.000 GMT-0400,166.230,166.380,166.000,166.060,2470955.0142
02.11.2017 09:45:00.000 GMT-0400,166.060,166.810,166.050,166.650,2636431.992
02.11.2017 09:50:00.000 GMT-0400,166.640,167.290,166.640,167.050,2522057.0563999997
02.11.2017 09:55:00.000 GMT-0400,167.040,167.040,166.610,166.730,2188772.9764
02.11.2017 10:00:00.000 GMT-0400,166.730,166.750,166.240,166.260,2440715.9387
02.11.2017 10:05:00.000 GMT-0400,166.250,166.500,165.860,165.860,3217561.0065
02.11.2017 10:10:00.000 GMT-0400,165.850,166.110,165.780,165.970,2901608.02
02.11.2017 10:15:00.000 GMT-0400,165.970,166.290,165.860,166.240,2660767.0785
02.11.2017 10:20:00.000 GMT-0400,166.230,166.330,166.070,166.210,2279374.0333000002
02.11.2017 10:25:00.000 GMT-0400,166.200,166.480,166.170,166.390,1715149.9986
02.11.2017 10:30:00.000 GMT-0400,166.390,166.650,166.220,166.240,2156674.9811000004
02.11.2017 10:35:00.000 GMT-0400,166.250,166.370,166.150,166.260,1588625.9674
02.11.2017 10:40:00.000 GMT-0400,166.250,166.740,166.170,166.680,2438481.0028999997
02.11.2017 10:45:00.000 GMT-0400,166.681,166.800,166.480,166.480,1816958.0102000001
02.11.2017 10:50:00.000 GMT-0400,166.480,166.700,166.440,166.640,1599977.9851000002
02.11.2017 10:55:00.000 GMT-0400,166.640,166.880,166.480,166.500,1718843.9815999998
02.11.2017 11:00:00.000 GMT-0400,166.520,166.852,166.490,166.773,1879151.0165
02.11.2017 11:05:00.000 GMT-0400,166.773,166.823,166.442,166.452,1871674.0012
02.11.2017 11:10:00.000 GMT-0400,166.462,166.573,166.353,166.412,1692749.0235
02.11.2017 11:15:00.000 GMT-0400,166.413,166.453,166.263,166.282,1740940.0343999998
02.11.2017 11:20:00.000 GMT-0400,166.273,166.423,166.172,166.282,1781064.0037
02.11.2017 11:25:00.000 GMT-0400,166.282,166.303,165.992,166.072,1968550.98
02.11.2017 11:30:00.000 GMT-0400,166.072,166.072,165.743,165.923,1991822.0044
02.11.2017 11:35:00.000 GMT-0400,165.923,165.923,165.292,165.382,2111322.9991
02.11.2017 11:40:00.000 GMT-0400,165.392,165.903,165.382,165.892,1965296.0299999998
02.11.2017 11:45:00.000 GMT-0400,165.882,165.953,165.752,165.892,1244857.0132
02.11.2017 11:50:00.000 GMT-0400,165.893,166.153,165.822,166.042,1483327.9997999999
02.11.2017 11:55:00.000 GMT-0400,166.042,166.243,166.013,166.242,1614786.9826
02.11.2017 12:00:00.000 GMT-0400,166.243,166.273,165.942,166.032,1670302.9722000002
02.11.2017 12:05:00.000 GMT-0400,166.012,166.483,166.012,166.462,1722037.971
02.11.2017 12:10:00.000 GMT-0400,166.463,166.642,166.212,166.243,1895070.0163
02.11.2017 12:15:00.000 GMT-0400,166.242,166.562,166.242,166.392,1411938.0116
02.11.2017 12:20:00.000 GMT-0400,166.393,166.543,166.262,166.532,1367588.9969
02.11.2017 12:25:00.000 GMT-0400,166.533,167.103,166.342,167.103,2734761.0294000003
02.11.2017 12:30:00.000 GMT-0400,167.103,167.543,167.073,167.483,2740758.9853
02.11.2017 12:35:00.000 GMT-0400,167.492,167.893,167.482,167.683,2717080.0269000004
02.11.2017 12:40:00.000 GMT-0400,167.693,167.853,167.352,167.392,2025715.9769000001
02.11.2017 12:45:00.000 GMT-0400,167.393,167.743,167.362,167.663,1849622.0112
02.11.2017 12:50:00.000 GMT-0400,167.662,168.093,167.662,167.902,2314583.0036
02.11.2017 12:55:00.000 GMT-0400,167.892,168.213,167.723,167.742,1771228.0302999998
02.11.2017 13:00:00.000 GMT-0400,167.733,167.832,167.573,167.703,1684539.9737
02.11.2017 13:05:00.000 GMT-0400,167.702,167.752,167.552,167.562,1536880.0162
02.11.2017 13:10:00.000 GMT-0400,167.562,167.743,167.532,167.652,1746950.0155000002
02.11.2017 13:15:00.000 GMT-0400,167.653,167.723,167.532,167.593,1516554.0277999998
02.11.2017 13:20:00.000 GMT-0400,167.592,167.653,167.522,167.553,1239499.0026
02.11.2017 13:25:00.000 GMT-0400,167.552,167.552,167.312,167.322,1383636.9812999999
02.11.2017 13:30:00.000 GMT-0400,167.322,167.453,167.232,167.453,1482353.0017999997
02.11.2017 13:35:00.000 GMT-0400,167.452,167.693,167.393,167.572,1882038.0122
02.11.2017 13:40:00.000 GMT-0400,167.573,167.903,167.513,167.873,1903163.0307999998
02.11.2017 13:45:00.000 GMT-0400,167.872,167.913,167.673,167.763,1194490.0006000001
02.11.2017 13:50:00.000 GMT-0400,167.752,167.913,167.613,167.672,1826175.9877
02.11.2017 13:55:00.000 GMT-0400,167.662,167.762,167.582,167.673,1023067.9884
02.11.2017 14:00:00.000 GMT-0400,167.673,167.953,167.672,167.943,1559111.0289
02.11.2017 14:05:00.000 GMT-0400,167.942,167.993,167.852,167.962,1411276.9812
02.11.2017 14:10:00.000 GMT-0400,167.963,168.053,167.912,168.052,1791578.0394000001
02.11.2017 14:15:00.000 GMT-0400,168.052,168.052,167.823,168.002,1394914.9996
02.11.2017 14:20:00.000 GMT-0400,168.002,168.253,167.992,168.242,1547680.0054
02.11.2017 14:25:00.000 GMT-0400,168.242,168.253,168.112,168.243,1325769.037
02.11.2017 14:30:00.000 GMT-0400,168.252,168.253,168.122,168.182,1290229.991
02.11.2017 14:35:00.000 GMT-0400,168.183,168.313,168.132,168.313,1280407.0115
02.11.2017 14:40:00.000 GMT-0400,168.312,168.463,168.312,168.373,1501047.0301
02.11.2017 14:45:00.000 GMT-0400,168.372,168.503,168.333,168.402,1711165.011
02.11.2017 14:50:00.000 GMT-0400,168.403,168.403,168.052,168.132,1986439.9581
02.11.2017 14:55:00.000 GMT-0400,168.122,168.182,168.052,168.052,1390529.0068
02.11.2017 15:00:00.000 GMT-0400,168.052,168.243,168.042,168.132,1787208.0506
02.11.2017 15:05:00.000 GMT-0400,168.133,168.153,168.022,168.102,1698893.0106
02.11.2017 15:10:00.000 GMT-0400,168.102,168.183,168.082,168.093,1538290.0237999998
02.11.2017 15:15:00.000 GMT-0400,168.093,168.153,168.012,168.073,1522018.9989
02.11.2017 15:20:00.000 GMT-0400,168.073,168.073,167.692,167.843,2097072.0052
02.11.2017 15:25:00.000 GMT-0400,167.832,168.002,167.732,167.933,1967381.9840000002
02.11.2017 15:30:00.000 GMT-0400,167.932,168.162,167.882,168.123,1781866.9974
02.11.2017 15:35:00.000 GMT-0400,168.122,168.312,168.082,168.092,1944082.9903000002
02.11.2017 15:40:00.000 GMT-0400,168.092,168.273,168.073,168.192,1732698.0085
02.11.2017 15:45:00.000 GMT-0400,168.183,168.353,168.182,168.353,2216529.9952
02.11.2017 15:50:00.000 GMT-0400,168.353,168.402,168.212,168.273,2106367.0219
02.11.2017 15:55:00.000 GMT-0400,168.272,168.273,168.012,168.112,3000756.9343
03.11.2017 09:30:00.000 GMT-0400,173.993,174.253,173.142,173.442,4246210.9327
03.11.2017 09:35:00.000 GMT-0400,173.473,173.503,172.633,172.932,3594404.9955
03.11.2017 09:40:00.000 GMT-0400,172.932,172.953,171.778,171.883,3345166.0574000003
03.11.2017 09:45:00.000 GMT-0400,171.842,172.302,171.403,171.683,3431617.0215
03.11.2017 09:50:00.000 GMT-0400,171.703,171.973,171.182,171.413,3260805.9943000004
03.11.2017 09:55:00.000 GMT-0400,171.412,171.972,171.152,171.782,2354763.0311000003
03.11.2017 10:00:00.000 GMT-0400,171.772,172.692,171.772,172.533,2970923.99
03.11.2017 10:05:00.000 GMT-0400,172.513,172.673,172.272,172.413,2715689.9274
03.11.2017 10:10:00.000 GMT-0400,172.412,172.513,171.292,171.672,2737875.0144999996
03.11.2017 10:15:00.000 GMT-0400,171.662,171.903,171.412,171.683,2217999.9949
03.11.2017 10:20:00.000 GMT-0400,171.682,172.073,171.652,171.902,2271179.0204
03.11.2017 10:25:00.000 GMT-0400,171.903,171.932,171.213,171.352,2302799.0758999996
03.11.2017 10:30:00.000 GMT-0400,171.352,171.833,171.273,171.662,2083753.0196
03.11.2017 10:35:00.000 GMT-0400,171.673,171.983,171.482,171.733,2332766.98
03.11.2017 10:40:00.000 GMT-0400,171.732,172.313,171.732,172.173,2399453.9381
03.11.2017 10:45:00.000 GMT-0400,172.153,172.243,171.602,171.612,1881487.9953
03.11.2017 10:50:00.000 GMT-0400,171.593,171.782,171.402,171.692,2270502.0011
03.11.2017 10:55:00.000 GMT-0400,171.693,172.103,171.482,172.033,2510795.0568
03.11.2017 11:00:00.000 GMT-0400,172.042,172.303,171.973,172.082,2419029.9809
03.11.2017 11:05:00.000 GMT-0400,172.083,172.503,171.812,172.032,2445468.9919999996
03.11.2017 11:10:00.000 GMT-0400,172.053,172.443,172.042,172.242,2603598.9522
03.11.2017 11:15:00.000 GMT-0400,172.252,172.333,171.862,172.283,2385994.9707000004
03.11.2017 11:20:00.000 GMT-0400,172.293,172.472,172.252,172.353,2364606.9617
03.11.2017 11:25:00.000 GMT-0400,172.352,172.503,172.163,172.252,2723253.0116
03.11.2017 11:30:00.000 GMT-0400,172.243,172.543,172.232,172.383,1924945.9804
03.11.2017 11:35:00.000 GMT-0400,172.382,172.503,172.173,172.362,1868715.0180000002
03.11.2017 11:40:00.000 GMT-0400,172.372,172.653,172.292,172.572,2056199.0141999999
03.11.2017 11:45:00.000 GMT-0400,172.573,172.753,172.483,172.703,2080594.9868
03.11.2017 11:50:00.000 GMT-0400,172.703,172.752,172.452,172.642,1769358.024
03.11.2017 11:55:00.000 GMT-0400,172.623,172.953,172.562,172.932,2307494.998
03.11.2017 12:00:00.000 GMT-0400,172.942,173.243,172.922,173.123,2611077.0107
03.11.2017 12:05:00.000 GMT-0400,173.133,173.143,172.912,172.962,1781694.0247999998
03.11.2017 12:10:00.000 GMT-0400,172.962,173.133,172.962,173.072,1547682.0170999998
03.11.2017 12:15:00.000 GMT-0400,173.062,173.133,172.992,173.083,1605030.9837000002
03.11.2017 12:20:00.000 GMT-0400,173.082,173.243,173.043,173.053,1895985.9908
03.11.2017 12:25:00.000 GMT-0400,173.042,173.193,172.782,173.142,1952891.9756
