Local time,Open,High,Low,Close,Volume
02.05.2019 09:30:00.000 GMT-0400,200.032,200.032,198.922,199.312,209067.9983
02.05.2019 09:35:00.000 GMT-0400,199.312,199.963,199.293,199.881,981640.0035999999
02.05.2019 09:40:00.000 GMT-0400,199.893,200.143,199.603,199.822,999207.9958
02.05.2019 09:45:00.000 GMT-0400,199.883,199.883,199.443,199.632,1217257.0005
02.05.2019 09:50:00.000 GMT-0400,199.631,199.882,199.472,199.882,1149238.9888
02.05.2019 09:55:00.000 GMT-0400,199.853,199.943,199.692,199.712,1418830.0073
02.05.2019 10:00:00.000 GMT-0400,199.712,199.873,199.712,199.862,1577606.0224000001
02.05.2019 10:05:00.000 GMT-0400,199.863,200.732,199.842,200.603,1484365.9847
02.05.2019 10:10:00.000 GMT-0400,200.592,200.833,200.550,200.550,1302146.0176
02.05.2019 10:15:00.000 GMT-0400,200.552,200.703,200.412,200.662,789044.0075999999
02.05.2019 10:20:00.000 GMT-0400,200.652,200.662,200.292,200.440,950234.9944
02.05.2019 10:25:00.000 GMT-0400,200.393,200.612,200.382,200.572,1144783.9886
02.05.2019 10:30:00.000 GMT-0400,200.571,200.712,200.432,200.703,1097310.0214
02.05.2019 10:35:00.000 GMT-0400,200.703,200.763,200.393,200.703,1561765.0151
02.05.2019 10:40:00.000 GMT-0400,200.683,200.702,200.381,200.502,927997.0006000001
02.05.2019 10:45:00.000 GMT-0400,200.483,200.483,200.252,200.312,978980.9881
02.05.2019 10:50:00.000 GMT-0400,200.312,200.312,199.777,199.932,846510.0005000001
02.05.2019 10:55:00.000 GMT-0400,199.922,199.932,199.613,199.792,881831.9887000001
02.05.2019 11:00:00.000 GMT-0400,199.783,200.142,199.772,200.142,859710.9915
02.05.2019 11:05:00.000 GMT-0400,200.150,200.610,200.062,200.572,902659.9972999999
02.05.2019 11:10:00.000 GMT-0400,200.573,200.602,200.413,200.542,407793.99880000006
02.05.2019 11:15:00.000 GMT-0400,200.542,200.653,200.032,200.112,887154.013
02.05.2019 11:20:00.000 GMT-0400,200.083,200.112,199.582,199.582,1390742.004
02.05.2019 11:25:00.000 GMT-0400,199.643,199.842,199.430,199.452,1155848.98
02.05.2019 11:30:00.000 GMT-0400,199.452,199.983,199.452,199.722,1311100.9896
02.05.2019 11:35:00.000 GMT-0400,199.721,199.801,199.362,199.402,1326978.0129
02.05.2019 11:40:00.000 GMT-0400,199.402,199.613,199.080,199.080,945775.9781999999
02.05.2019 11:45:00.000 GMT-0400,199.073,199.183,198.833,199.182,1147624.9844
02.05.2019 11:50:00.000 GMT-0400,199.182,199.353,198.971,199.232,1372283.0339000002
02.05.2019 11:55:00.000 GMT-0400,199.233,199.462,199.142,199.452,1392344.9964
02.05.2019 12:00:00.000 GMT-0400,199.453,199.463,199.103,199.413,979583.0101000001
02.05.2019 12:05:00.000 GMT-0400,199.423,199.472,199.212,199.322,625356.9908
02.05.2019 12:10:00.000 GMT-0400,199.322,199.463,199.211,199.232,676992.0028
02.05.2019 12:15:00.000 GMT-0400,199.233,199.353,199.053,199.242,746838.0071
02.05.2019 12:20:00.000 GMT-0400,199.253,199.703,199.253,199.703,659963.9952
02.05.2019 12:25:00.000 GMT-0400,199.693,199.693,199.162,199.323,531432.0028
02.05.2019 12:30:00.000 GMT-0400,199.322,199.432,199.213,199.371,354793.9993
02.05.2019 12:35:00.000 GMT-0400,199.352,199.483,199.313,199.443,477599.9915
02.05.2019 12:40:00.000 GMT-0400,199.442,199.483,199.132,199.132,450370.9972
02.05.2019 12:45:00.000 GMT-0400,199.142,199.402,199.123,199.402,579511.0091
02.05.2019 12:50:00.000 GMT-0400,199.402,199.723,199.382,199.712,392898.0045
02.05.2019 12:55:00.000 GMT-0400,199.722,199.733,199.542,199.692,494190.9929
02.05.2019 13:00:00.000 GMT-0400,199.692,199.802,199.373,199.402,873051.0027
02.05.2019 13:05:00.000 GMT-0400,199.403,199.662,199.332,199.602,1054219.0074999998
02.05.2019 13:10:00.000 GMT-0400,199.602,200.002,199.591,199.842,809057.0046999999
02.05.2019 13:15:00.000 GMT-0400,199.823,199.963,199.802,199.962,558969.0097
02.05.2019 13:20:00.000 GMT-0400,199.962,200.232,199.962,200.163,841416.9847
02.05.2019 13:25:00.000 GMT-0400,200.172,200.432,200.092,200.341,922385.9981
